company,attendee_name,attendee_title
"Vivalink, Inc.",Samuel Godwin,Business Development Director
Apax Partners,Nicole Kruijs,Vice President
"TrustCommerce, a Sphere Company",Ryne Natzke,Chief Revenue Officer
1Call/Amtelco,Joe Curtin,Regional Sales Manager
TrustCommerce,Sunil Shah,"Senior Director, Strategic Partnerships"
"ROI Healthcare Solutions, LLC",Jeff Brewster,"Director, Business Development Sales"
Evernorth,Patrick Stewart,Mergers & Acquisitions Principal
Agentifai,Ana Sousa,Marketing Manager
Nordic,Geoff Roten,CIO Executive Partner
CVS Health Ventures,Sophia Michaels,Investor
American Securities,Alicia Barroso,Vice President
Estenda,Richard Kedziora,Co-Founder/Chief Digital Solution Architect
PwC,Walter Groszewski,Director
Genmab,Christopher Leggett,"Director, Commercial Innovation"
Bertelsmann,Thorsten Wirkes,"SVP, Bertelsmann Next"
Intercept Telehealth,David Mednick,CFO
Trualta,Nastran Andersen,Chief Revenue Officer
revology,Nic Beas,Senior Sales Executive
Tenovi,Nizan Friedman,CEO
NCQA,Edward Yurcisin,Chief Technology Officer
Huma,Kaushik Gune,Head of US
Cone Health,Johanna Dutton,Venture Director
Sidekick Health,Tryggvi Thorgeirsson,CEO
Flexpa,Brendan Keeler,Head of Product
Trualta,Jonathan Davis,Founder & CEO
Needham & Company,Matthew Stavris,Principal
CVS Health,Alyssa Reisner,Investor
Medable,Jeff Parker,Sr. Director of Brand Experience
Black Opal Ventures,Tara Bishop,Co-Founder and Managing Partner
"Bowdoin Group, The",Katelyn Marini,Managing Director
Mathematica,ALEX BOHL,Director of Data Innovation
Marley Medical,Sibel Sayiner,Director of Commercial Strategy
Hyro.ai,Sydnee Silverberg,Field Marketing Specialist
Coeus Health,Madison McBay,Product Manager
Care Sherpa,Jessica Walker,Founder & CEO
Coeus Health,Oran Muduroglu,CEO
XOOR,Mauricio Payetta,CEO
The Cigna Group Ventures,Matt Blum,Principal
INFUSE Health,Walt Phillips,Vice President
OutCare Health,"Dustin Nowaskie, MD","Founder & President, Psychiatrist"
The Cigna Group Ventures,Maddi Holman,Senior Associate
The Cigna Group Ventures,Anna Vu,Senior Associate
The Cigna Group Ventures,Lily Schoen,Associate
InterSystems,Andy Zook,VP of NA Sales
Sumitomo Pharma,Gazeleh Vakili,"Director, Digital Health Innovation"
Comcast Ventures,Ryan Lee,Principal
dacadoo,Blake Hill,"Vice President, North America"
The Cigna Group Ventures,Tom Olenzak,Managing Director
Medecision,Jessica Geiger,Executive Assistant/Event Coordinator
Validic,Jordan Bowlus,"Vice President, Client Success"
Surescripts,Bishoy Saleeb,Senior Business Development Analyst
The Center,Kevin Starnes,"CIO & Director, Information Technology"
Healthy Ventures,Madi Bradley,Vice President
Emtelligent,Jennifer Canfield,"Executive Vice President, Growth & Strategy"
Surescripts,Kate Giaquinto,Corporate Communications Manager
Syntax Health,Rachael Jones,"Founder, CEO"
HPG,Kellie Barnett,"Epic Practice Director, Application Services"
Molina Healthcare,Paisley Bowles,Director Business Development
Health Enterprise Partners,Scott Whyte,Partner
Surescripts,Mike Holz,Vice President
First Dollar,Josh Hostetler,Content Director
ClearDATA,Ryan Sigman,Account Executive
Baker Tilly,Kat Mako,Business Development Director
CareCentrix,Meagan Winthrop,"AVP, Business Development"
Innovestor Life Science Fund,Marko Kuisma,Partner
AccessHope,Mark Stadler,CEO
Clearsense,Matthew Madden,Director Sales Ops & Support
Apprio,Rodney Napier,Chief Marketing & Strategy Officer
lotic.ai,Chris DeBernard MD,"Doctor of Medicine, In Residence"
Clearsense,Terri Mikol,Data Governance Advisor
Gray Oncology Solutions Inc,"André Diamant, PhD",Founder
DrFirst,Brian Bircher,"Vice President of Regional Sales, West Sector"
HealthTalk A.I.,Jeremy Mitchell,"VP, Marketing"
Andor Health,Chandra Turner,"VP, Sales - Western Region"
HealthTalk A.I.,Jerrod Ullah,CEO
Phase2,Kathleen Veneziano,Managing Director
Phase2,Hadley Ristvedt,Account Director
Strata Decision Technology,Melissa OConnor,"Senior Manager, Business Development & Events"
Phase2,Ben Coit,Managing Director
Phase2,Terry Stephenson,Managing Director
TestDynamics,Lior Eshel Ansher,CEO
hellocare by Solaborate,Labinot Bytyqi,Founder and CEO
hellocare by Solaborate,Aida Gashi,Marketing Manager
hellocare by Solaborate,Valdrin Lluka,Chief Growth Officer
Wheel,Olivia Prater,Event Consultant
Paperplane Therapeutics,Roxanne Viau,Director of strategic partnerships
Metriport,Colin Elsinga,Co-Founder & COO
52 North Health Ltd,Umaima Ahmad,CEO
Tidelift,Amy Hays,head of demandgen
National Institute on Aging,Joy Toliver,Program Director
Imago Rehab,Kristin Nuckols,"Cofounder, Chief Clinical Officer"
WELFIE,Steven Moyo,CEO
Mednition,Ryan Kuriakose,Marketing Lead
IIA Healthcare,Ubaldo Ciminieri,Co-Founder
Mighty Health,James Li,Co-founder and CEO
Credenti LLC,Jeremy Wente,VP of Strategic Alliances
InvestHealth,Ky Arnold,Co-Founder
hit that noggin,Hatim Barma,Founder and Executive Consultant
PwC,Brandon Fisher,US Salesforce Sales Leader
HealthXL,Chandana Fitzgerald,CEO
tECHNOpULM,Shabtay Negry,CEO
Simpl Healthcare,Vineet Daniels,CEO
"ONSCREEN, Inc",Costin Tuculescu,CEO
Axle Health,Adam Stansell,CEO
Elo Touch Solutions,Phil Jalbert,Business Development Manager - Healthcare
Tech Council Ventures,Mark Kolb,Partner
Erace Holding BV,Edwin Oude Middendorp,CEO
Lazard,Matthew Schorr,Director
Endeavour Vision,Daniel van den Bergh,Senior Investment Director
"CopilotIQ, Inc.",David Koretz,CEO
Genome Medical,Kristin Ashcraft,COO
SGG Inc,Siobhán Gibney Gomis,Managing Partner
Tendo,Carly Ray,Sr. Director Marketing
Venture Investors Health Fund,Jenni Le,Associate
Novartis,Gloria Vanderham,CEO
Cordea Consulting,Diane Bender,Regional Vice President Sales
Velatura Public Benefit Corp.,Angie Bass,Executive Vice President
"Fuse Oncology, Inc.",James Bauler,CEO
IBM,Eduardo Garcia,Client Partner
Huntzinger Management Group,Stephanie Wallace,"Vice President, Sales Operations"
Huntzinger Management Group,Justin Stefano,Sales Director
Sidebench,Kevin Yamazaki,CEO/Founder
KeyCare,Lyle Berkowitz,CEO
Optimum Healthcare IT,Larry Kaiser,Chief Marketing Officer
Healthgrades,Christopher Swartz,Senior Product Manager
STS Cymetryc,Jennifer Lyle,Chief Innovation Officer & Founder
Maveron,Anarghya Vardhana,General Partner
uPerform,Andrea Rolland,Senior VP Sales & Marketing NA
"SalesSparx, LLC",Reese Gomez,CEO/Founder
Tampa General Hospital,Scott Arnold,Executive Vice President & CIO
NeedleSmart,Michael Barron,COO
FluidAI Medical,Youssef Helwa,CEO
Molecular Testing Labs,James York,Chief Commercial Officer
"SalesSparx, LLC",Frank Nash,Sales Acceleration VP
Kaleyra,Zachary Konopka,"US, Head of Partnerships & Development"
"SalesSparx, LLC",Kristin Lenahan,Sales Acceleration VP
The Krinsky Company,Tushar Srivastava,Senior Associate
Linus Health,Curt Thornton,Chief Growth Officer
Stanford University,Nirav Shah,Senior Scholar
Cozen O'Connor,Angela Lupardus,Director of Business Development - Health Law
Clarity Quest,Christine Slocumb,President
Neteera Technologies Ltd,Rachel Weissberg,Head of Healthcare Provider Strategy
Alpha II,Todd Doze,CEO
IBM,Julien Willard,"Partner, Pharma Strategy Leader"
Healthworx Studio,Michael Batista,Managing Partner
Health Gorilla,Stacy Fox,"VP, Sales"
University of Colorado Health,Mark Clark,VP Information Technology
inVerita,Oleh Pylyp,Business Development Manager
Revelation Partners,Keegan Hasson,Associate
Molecular You,Gene Shkolnikov,CTO
RTI LLC,Bobby Shah,CEO
OCV Partners,Thea Pham,Associate
Molecular You,Robert Fraser,President and CSO
Withings Health Solutions,Ally Lloyd,Marketing Manager
Foley,T.J. Ferrante,Partner
ProVention Health Foundation (NACDD),John Patton,Vice President Innovation & Partnerships
"Empo Health, Inc.",Anuj Khandelwal,CEO
Withings,Antoine Robiliard,VP of Health Solutions
twenty30 health,Rajesh Aggarwal,CEO and Founder
Sidekick Health,Mitch Mudra,"COO, Head of US Payer Business"
Sidekick Health,Christopher Fang,Chief Medical Officer & President of R&D
Elation Health,Fareed Taghvaee,Senior Director of Strategic Partnerships
Genzeon,Sarah McGuckin,Events and Operations Coordinator
ViTel Net,Mark Noble,COO
GE Healthcare,Andrew DeLao,Chief Strategy and Marketing Officer
Paubox,Rylie Mahoney,Sales Coordinator
GE Healthcare,Karen Tam,"Senior Director, Strategy & Growth Ventures"
Calibrate,Scott Honken,President & Chief Commercial Officer
Frist Cressey Ventures,Navid Farzad,Partner
Canaccord Genuity,RICHARD CLOSE,MANAGING DIRECTOR
"Execullence, LLC",Mark Rangell,Managing Partner
Radian,Maxwell Murray,Director of Operations & Growth
Science Center,Tracy Brala,"SVP, Strategy & Partnerships"
X by 2,David Ollila,"Sr. Director, Healthcare"
PicassoMD,Reza Sanai Sanai,Cofounder and CoCEO
Foley & Lardner LLP,RACHEL GOODMAN,Partner
MacroHealth,David Angelone,Chief Commercial Officer
The Tolan Group,Tim Russell,Managing Partner
Gauge Capital,Chris Garvin,Principal
BAYOOMED,Miriam Schulze,CEO & Co-Founder
Summus,Sarah Baker,Senior Director of Product Marketing
Match Point Partners,Jan Barker,Managing Director
CDW Healthcare,Elliott Wilson,Principal
Novo Nordisk,Merrie Kay Alzola,"Employer Account Manager, Obesity"
Yamaha Motor Ventures,Ryan McCrackan,Senior Associate
Samsung SDSA,Daniel Hosseini,"Manager, Digital Health Solutions"
dacadoo,Paul van Reede,Head of Health
Vouched,John Baird,CEO & Co-Founder
Kiro,Alexandre Guenoun,CEO
MacroHealth,Steve Suter,Chief Operating Officer
Kiro,Guillaume Orlando,Chief Partnerships Officer
Foley & Lardner LLP,Matthew Horton,Senior Counsel
COPE Health Solutions,Payton Meyer,Sales Operations Manager
Evergreen Healthcare Partners,Drew Madden,CEO
Foley & Lardner LLP,Eric Sophir,Partner
OpenLoop Health,Bailey Hawn,Senior Director of Commercial
X by 2,Cole Sieja,Senior Associate
OpenLoop Health,Jon Lensing,CEO & Co-Founder
Withings,Sadie Moore,Sales Manager
University of Missouri Health Care,Roy Hartline,Executive Director - Industry Partnerships
Withings,Charlotte Viard,Business Development Representative
InterSystems,Robin Moritz,Event Manager
Withings,Haley English,Account Executive
Parlance,Alexandra Karasic,Marketing Director
Withings,Cole Handy,Account Executive
Parlance,Sheila Kelly,Sales Executive
Andor Health,Jennifer Skitsko,SVP
eVideon,Bryan Boudreau,Regional Vice President Sales
Janus AI,James McHugh,Managing Director
Experis Health Solutions,Noel Allender,"Vice President, Vendor Solutions"
Astellas - Rx+ Innovation,Jesse Cornacchione,Head of Partnerships
Genzeon,Pranita Rai,"Senior Director, Client Engagement"
Genzeon,Harsh Singh,"General Manager,  Healthcare Department"
"Bill Lucia Associates, LCC",William Lucia,Managing Director
Gozio Health,Brittany Jones,"Vice President, Sales"
Vouched,Todd Bloom,GTM Lead & Partnerships
Gozio Health,Lea Chatham,VP of Marketing
CERIS,Toni Case,"VP, National Sales"
kore.ai,Sri Vangala,"SVP, Healthcare"
Curavit Clinical Research Corp.,Troy Hall,"Director, Business Development"
Curavit,Chris O'Shaughnessy,"Vice President, Business Development"
STChealth,Tom Groom,COO
"CenTrak, Inc.",Kendall Brown,Sales Director
Samsung,Ken Honeycutt Honeycutt,Samsung Health
Sensentia,Jan Jungclaus,CEO
DRI,Mike Silverstein,Managing Partner of Healthcare IT & Life Sciences
Liquid Amber,Acacia Parks,Lead Consultant
EvidenceCare,Jim Jamieson,Chief Revenue Officer
iMethods,Tripp Drawdy,Vice President of Client Results
MAKE Solutions Inc.,Patti Marshall,CEO
MAKE Solutions Inc.,Brian Kottenstette,VP Consulting
"Valtruis, a WCAS Company",Jess BOSSMANN,Vice President
Keen Insurance Services,Scott Matthews,CEO
Providence Ventures,Branden Fini,Principal
Curai Health,Nicole Bell,Chief Business Officer
Innsena,Nadine Peever,Market Access Director
Healthie,Stefanie Mendez,Director of Marketing
Healthie,Jenna Parker,Chief of Staff
RAE Communications,Heather Caouette,Principal
Bertelsmann,Matt Gallop,Director
Kintsugi Health,Josh Pappas,Senior Director of Growth
Onbe,Doug Cannon,"Director, Sales Executive"
Get-to-Market Health,Steve Shihadeh,CEO & Founder
NeoPrediX,Thorsten Waloschek,CEO
Milliman Advanced Risk Adjusters,"Austin Barrington, FSA, MAAA",Consulting Actuary
The Business Acumen Consulting Group,Matthew Smith,President & Owner
ImageMoverMD,Laura Brown,Chief Clinical Officer
Bluebird Tech Solutions,Rebecca Woods,Founder
iMethods,"Jason Fouraker, CPHIMS",Vice President of Client Success
OM Partners,Jack Jeong,Partner
Mineral,Michael Rojas,Enterprise Account Executive
Verisma,Max Chan,"VP, Business Development"
Apero Health,Jacinda Shelly,Co-Founder
Otsuka America Pharmaceuticals,Jeff Weness,Head of Digital Opportunities
Mix Talent,Alejandra Sibemhart Roblin,"Recruiting Lead, HealthTech"
Seiso,Jon Zeolla,CTO
DirectTrust,Scott Stuewe,President and CEO
Innsena,Carrie Paykoc,Director
Spire Health,Aashish Mody,CCO
AnalyticsIQ,Christine Boley Lee,Head of Health Partnerships
Deep 6 AI,Doug Cassidy,Vice President
DrFirst,Erin Lease Hall,"Sr Manager, Events Marketing"
Celtic House Asia Partners,Qidong Jia,General Partner
THL Partners,Sam Hendler,Managing Director
HLTH,Keri Singer,Marketing
Cognizant,Robert Barronton,Account Executive
Oracle Health,Lance Olson,"Vice President, Health Data and Analytics"
McDermott Will & Emery,Angus McQuilken,Industry Relationship Executive - Life Sciences
Mitsui,Yukitaka Kojima,Investor
University of Minnesota,"Shannon Lunn, RN, CRN-BC, CNMAP",Clinical Research Coordinator Nurse | MBA Candidate
UCHealth,"Brittany Cyriacks, MSN, RN-BC, CMSRN",Clinical Informatics RN | Virtual Health Center Programs
Hyro.ai,Gili Lichtman Kurtz,Head of Strategic Partnerships
RWJ Barnabas Health,Fotini Katsipoutis,Clinical Nurse Educator
First Health Advisory,Carter Groome,CEO
Nonin Medical,Gabriela Acevedo,Manager
MUSC,Andrew Bacon,"RN, MSN"
ELLKAY,Ajay Kapare,President and Chief Strategy Officer
Vope Medical,Amy Lorincz,CEO and Co-founder
"Imprivata, Inc.",Sean Kelly,Chief Medical Officer & VP Cusomter Strategy
Optimum Healthcare IT,Curtis Hendrick,"VP, Cloud Service"
MaineHealth,Daniel Nigrin,Chief Information Officer
MJH Life Sciences,Mairon DaSilva,Associate Editor
Folx Health,Theodore Tinnell,Director of Clinical Operations
PayGround Inc.,Zach Fee,Director Channel Strategy
Take One Inc.,Daniel Sorochkin,Co-founder and CEO
BeyondHIE,Joshua Slen,CEO
KMS Healthcare,Joey Kennedy,VP of Sales
Syntho,Wim Kees Janssen,CEO
DrFirst,Kevin Ryder,"Vice President, Enterprise"
CereCore,Jillian Whitefield,Business Development Manager
Arista Networks,Edward Chapman,VP BD and Alliances
Medasource,Tarren Waugh,Director
inclusive+,Anna Jacobs,CEO
Cognizant,Melissa Merdan,Associate Vice President
Office Ally,Daniel Wojta,Director of Business Development
Ping Identity,Chris Barajas,Business Development
"Workday, Inc.",Keith Lohkamp,"Sr. Director, Industry Strategy"
Medasource,Brian Donahue,Director
American Medical Association,Gina Hess,"Program Administrator, Health Equity Innovation"
Medasource,David Porter,Principal
RedPoint Global,Mateo Vargas,Senior Business Development Representative
American Logistics,Jeff Kuckenbaker,Chief Innovation + Technology Officer
Mobile Heartbeat,Ron Remy,CEO
DrFirst,Tim Thompson,Senior Director of Program Management and Canada Operations
DrFirst,Kunal Agarwal,"President, Enterprise Solutions"
CirrusMD,Jamie Hall,President & CEO
TRIMEDX,Aaron Horne,Sales Solutions Architect
SpringTide Ventures,Ryan Morley,Partner
GHR Technology,Tony Caponi,Vice President
Previon,Dawson Christy,Sr Sales Executive
Cordea Consulting,Travis Earlywine,Regional Vice President
"Medcurio, Inc",Walter Stewart,CEO
Validic,Jeff Cutler,Chief Commercial Officer
Tandym Group,Matthew Hodgin,Vice President
Authenticx,Rishi Patel,Enterprise Account Executive
Emtelligent,Kim Perry,Chief Growth Officer
FallCall Solutions,Erik Panu,Board Member
Polso,Bridget Ross,Chief Executive Officer
GetWellNetwork,Kelsey Eenigenburg,Account Executive
Xandar Kardian,Linda Mayhue,"Senior Director, Clinical & Customer Success"
Tenovi,Frank James Villalba,Director of Business Development
Cordea Consulting,Mike Blundell,"VP, Consulting & Delivery"
MultiplAI Health Ltd.,Mark Ramondt,Co-Founder
Evernorth Health Services,Joe Sexton,"Sr. Advisor, Intelligence Solutions"
SpringTide Ventures,Brad Otto,Principal
Cordea Consulting,Jen Jones,Founder & CEO
Ping Identity,Chris Sault,Strategic Account Executive
Luminai,Varun Boriah,VP of Sales
Cecelia Health,Jonathan Foster,"VP, Clinical Solutions"
Ping Identity,Mckenzie Falleroni,Business Development
The Garage,Jessica Robinson,Chief Platform Officer
VYNYL,Mark Doubleday,Head Of Content Marketing
OxiWear,Shavini Fernando,CEO
inclusive+,Lori Ebenstein,Chief Product Officer
"Medcurio, Inc",Christa Bruce,CAO
VYNYL,Ian Harris,CEO
VYNYL,Nick Crabbs,Chief Community Officer
Mobile Heartbeat,Dan Power,Director of Sales
Steel Patriot Partners,Amy Ford,COO
Availity,Sam Schifman,Principal Architect for Innovation
"Abundant Health Acquisition, LLC (""aha!"")",Scott Schuster,VP Strategy & Solutions
Flowly,Celine Tien,Founder and CEO
Cloudticity,Justin Lawrence,Healthcare Cloud Specialist
Oracle Corporation,"Michelle Flemmings, MD",Industry Executive Director - Healthcare
Oatmeal Health,Jonathan Govette,Founder / CEO
Cognizant,Michelle Mariea,"Director, Intuitive Operations & Automation"
"HCTec Partners, LLC",Rich Ramponi,Regional Vice President
University of St. Thomas,Kjrk Reyerson,Faculty
Nutanix,Mary Rose Avila,Sr Healthcare Marketing Manager
athenahealth,Gregory LeGrow,Executive Director Payer Product Strategy
Ompractice,Sam Tackeff,Co-Founder
Langaware,Sarah Flora,Head of US Sales
Embr Labs,Heather Ritchie,Chief Strategy Officer
Cohere Health,John Gaines,"VP, Marketing"
Optimum Healthcare IT,Paul Canto,"EVP, Business Development"
PwC,Matthew Gretczko,"Partner, Cloud and Digital"
VerifiNow Inc,Paul Velusamy,CEO
aha! (Abundant Health Acquisition),Sam Spicer,Chief Product Officer
CereCore,Peyman Zand,VP Advisory
Acorai,Filip Peters,CEO & Co-founder
Aidoc,Brittany Edmondson,Event Manager
Acorai,Kasper Bourdette,Head of Commercialization
CereCore,Jacob Grigsby,Business Development Representative
Ping Identity,Hannah Sierra,Director of Marketing
JPM,Barbara Alcaraz Silva,Executive Director
Infor,Joerg Schwarz,Senior Industry & Solution Strategy Director
Technossus,Geri Pavia,Client Partner HC & Life Sciences
NetDirector,Lynda McNally,Healthcare Account Manager
450 Ventures/BCBSAL,Sean Cunliffe,Sr. Associate
The Health Management Academy,Aisha Sylvain,Managing Director
Bounteous,Katy Allen,EVP Healthcare
Crossings Healthcare Solutions,Lucien DeCecco,Account Executive
Bounteous,Megan Donahue,"SVP, Growth"
Zen Sleep,Sunny Liang,CEO & Co-Founder
InterSystems,Brian Fives,National Account Executive
Clarion,Kym Chua,Partnerships Director
Agentifai,Simone Pinto,COO
Healthwise,Christy Calhoun,Chief Content Officer
Keysight Technologies,Kim Schwartz,Account Director
Keysight Technologies,Chad Brace,Account Director - Healthcare East
GE Healthcare,Amber Whisler,Content & Campaign Strategy Leader
Arkangel Ai,Jose David Gómez Zea,CEO
Sonaro Inc,Karina Gasbarrino,Co-Founder and COO
Health Care Investment Visions,Joseph DeLuca,Managing Director
